playerID,firstName,lastName,number,position,shot,height,weight,dob,birhplace,teamID
NMacK29,Nathan,MacKinnon,29,C,R,6-0,200,9/1/1995,"Halifax, NS",COL
ALehk62,Artturi,Lehkonen,62,LW,R,5-11,179,7/4/1995,"Piikkio, Finland",COL
VNich13,Valeri,Nichushkin,13,RW,R,6-4,210,3/4/1995,"Chelyabinsk, Russia",COL
LO'Co25,Logan,O'Connor,25,RW,R,6-0,175,8/14/1996,"Missouri City, TX",COL
FOlof22,Frederik,Olofsson,22,LW,—,6-2,190,5/27/1996,"Helsingborg, SE",COL
SRant75,Sampo,Ranta,75,LW,R,6-2,195,5/31/2000,"Naantali, Finland",COL
MRant96,Mikko,Rantanen,96,RW,R,6-4,215,10/29/1996,"Nousiainen, Finland",COL
TTata90,Tomas,Tatar,90,LW,R,5-10,173,12/1/1990,"Ilava, Czechoslovakia",COL
RTuft—,Riley,Tufte,—,LW,R,6-6,220,4/10/1998,"Coon Rapids, MN",COL
MWood—,Miles,Wood,—,LW,R,6-2,195,9/13/1995,"Buffalo, NY",COL
JAhca—,Jack,Ahcan,—,D,R,5-8,184,5/18/1997,"Savage, MN",COL
BByra4,Bowen,Byram,4,D,R,6-1,190,6/13/2001,"Cranbrook, BC",COL
SGira49,Samuel,Girard,49,D,R,5-10,170,5/12/1998,"Roberval, PQ",COL
JJohn3,Jack,Johnson,3,D,R,6-1,227,1/13/1987,"Indianapolis, IN",COL
KMacD56,Kurtis,MacDermid,56,D,R,6-5,233,3/25/1994,"Sauble Beach, ON",COL
CMaka8,Cale,Makar,8,D,R,5-11,187,10/30/1998,"Calgary, AB",COL
JMans42,Josh,Manson,42,D,R,6-3,218,10/7/1991,"Hinsdale, IL",COL
CSchu—,Corey,Schueneman,—,D,R,6-0,196,9/2/1995,"Milford, MI",COL
DToew7,Devon,Toews,7,D,R,6-1,191,2/21/1994,"Abbotsford, BC",COL
JAnnu60,Justus,Annunen,60,G,R,6-4,210,3/11/2000,"Kempele, Finland",COL
AGeor40,Alexandar,Georgiev,40,G,R,6-1,178,2/10/1996,"Ruse, Bulgaria",COL
AHolm—,Arvid,Holm,—,G,R,6-4,213,11/3/1998,"Ljungby, Sweden",COL
MBour45,Mavrik,Bourque,45,C,—,5-10,185,1/8/2002,"Plessiville, QC, Canada",DAL
TDell10,Ty,Dellandrea,10,C,R,6-0,195,7/21/2000,"Toronto, ON",DAL
MDuch95,Matt,Duchene,95,C,R,5-11,195,1/16/1991,"Haliburton, ON",DAL
RFaks12,Radek,Faksa,12,C,R,6-3,220,1/9/1994,"Vitkov, Czech Republic",DAL
WJohn53,Wyatt,Johnston,53,C,R,6-1,175,5/14/2003,"Toronto, ON",DAL
JPave16,Joe,Pavelski,16,C,R,5-11,195,7/11/1984,"Plover, WI",DAL
TSegu91,Tyler,Seguin,91,C,R,6-1,200,1/31/1992,"Brampton, ON",DAL
CSmit—,Craig,Smith,—,C,R,6-0,207,9/5/1989,"Madison, WI",DAL
LStan—,Logan,Stankoven,—,C,R,5-7,170,2/26/2003,"Kamloops, BC",DAL
SStee—,Sam,Steel,—,C,R,5-11,184,2/3/1998,"Ardrossan, AB",DAL
JBenn14,Jamie,Benn,14,LW,R,6-2,210,7/18/1989,"Victoria, BC",DAL
EDado63,Evgenii,Dadonov,63,RW,R,5-11,185,3/12/1989,"Chelyabinsk, USSR",DAL
RHint24,Roope,Hintz,24,LW,R,6-3,210,11/17/1996,"Tampere, Finland",DAL
MMarc27,Mason,Marchment,27,LW,R,6-4,209,6/18/1995,"Uxbridge, ON",DAL
JRobe21,Jason,Robertson,21,LW,R,6-3,200,7/22/1999,"Arcadia, CA",DAL
GBayr44,Gavin,Bayreuther,44,D,R,6-1,195,5/12/1994,"Canaan, NH",DAL
JHaka2,Jani,Hakanpaa,2,D,R,6-6,220,3/31/1992,"Kirkkonummi, Finland",DAL
JHanl44,Joel,Hanley,44,D,R,5-11,190,6/8/1991,"Keswick, ON",DAL
THarl55,Thomas,Harley,55,D,R,6-3,205,8/19/2001,"Syracuse, NY",DAL
MHeis4,Miro,Heiskanen,4,D,R,6-1,190,7/18/1999,"Espoo, Finland",DAL
ELind23,Esa,Lindell,23,D,R,6-3,220,5/23/1994,"Vantaa, Finland",DAL
NLund5,Nils,Lundkvist,5,D,R,5-11,187,7/27/2000,"Pitea, Sweden",DAL
DPoul51,Derrick,Pouliot,51,D,R,6-0,196,1/16/1994,"Estevan, SK",DAL
RSute20,Ryan,Suter,20,D,R,6-1,200,1/21/1985,"Madison, WI",DAL
JOett29,Jake,Oettinger,29,G,R,6-5,220,12/18/1998,"Lakeville, MN",DAL
SWedg41,Scott,Wedgewood,41,G,R,6-2,205,8/14/1992,"Etobicoke, ON",DAL
CDewa26,Connor,Dewar,26,C,R,5-10,177,6/26/1999,"Gilbert Plains, MB",MIN
JErik14,Joel,Eriksson,14,C,R,6-3,207,1/29/1997,"Karlstad, Sweden",MIN
FGaud89,Frederick,Gaudreau,89,C,R,6-0,184,5/1/1993,"Bromont, PQ",MIN
DGiro68,Damien,Giroux,68,C,R,5-9,177,3/3/2000,"Sudbury, ON",MIN
VLett—,Vinni,Lettieri,—,C,R,5-11,185,2/6/1995,"Excelsior, MN",MIN
JLucc—,Jake,Lucchini,—,C,R,5-11,183,5/10/1995,"Trail, BC",MIN
MRoss23,Marco,Rossi,23,C,R,5-9,183,9/23/2001,"Feldkirch, Austria",MIN
MBold12,Matt,Boldy,12,LW,R,6-2,201,4/5/2001,"Millis, MA",MIN
BDuha21,Brandon,Duhaime,21,RW,R,6-2,200,5/22/1997,"Coral Springs, FL",MIN
MFoli17,Marcus,Foligno,17,LW,R,6-3,226,8/10/1991,"Buffalo, NY",MIN
RHart38,Ryan,Hartman,38,RW,R,6-0,197,9/20/1994,"Hilton Head Island, SC",MIN
MJoha90,Marcus,Johansson,90,LW,R,6-1,203,10/6/1990,"Landskrona, Sweden",MIN
KKapr97,Kirill,Kaprizov,97,LW,R,5-10,202,4/26/1997,"Novokuznetsk, Russia",MIN
PMaro20,Pat,Maroon,20,LW,R,6-3,238,4/23/1988,"St. Louis, MO",MIN
MZucc36,Mats,Zuccarello,36,RW,R,5-8,181,9/1/1987,"Oslo, Norway",MIN
CAddi2,Calen,Addison,2,D,R,5-11,180,4/11/2000,"Brandon, MB",MIN
JBrod25,Jonas,Brodin,25,D,R,6-2,196,7/12/1993,"Karlstad, Sweden",MIN
BFabe7,Brock,Faber,7,D,—,6-1,200,8/22/2002,"Maple Grove, MN",MIN
AGoli33,Alex,Goligoski,33,D,R,5-11,173,7/30/1985,"Grand Rapids, MN",MIN
DMerm6,Dakota,Mermis,6,D,R,6-0,195,1/5/1994,"Alton, IL",MIN
JMerr4,Jon,Merrill,4,D,R,6-3,204,2/3/1992,"Oklahoma City, OK",MIN
JMidd5,Jacob,Middleton,5,D,R,6-3,210,1/2/1996,"Wainwright, AB",MIN
JSpur46,Jared,Spurgeon,46,D,R,5-9,166,11/29/1989,"Edmonton, AB",MIN
MFleu29,Marc-Andre,Fleury,29,G,R,6-2,185,11/28/1984,"Sorel, PQ",MIN
FGust32,Filip,Gustavsson,32,G,R,6-2,192,6/7/1998,"Skelleftea, Sweden",MIN
AAnge—,Anthony,Angello,—,C,R,6-5,210,3/6/1996,"Albany, NY",NSH
CGlas8,Cody,Glass,8,C,R,6-3,206,4/1/1999,"Winnipeg, MB",NSH
MJank17,Mark,Jankowski,17,C,R,6-4,210,9/13/1994,"Hamilton, ON",NSH
TNova82,Tommy,Novak,82,C,R,6-1,179,4/28/1997,"St. Paul, MN",NSH
RO'Re90,Ryan,O'Reilly,90,C,R,6-1,207,2/7/1991,"Clinton, ON",NSH
JPars75,Juuso,Parssinen,75,C,R,6-2,203,2/1/2001,"Hameenlinna, Finland",NSH
CSiss10,Colton,Sissons,10,C,R,6-1,200,11/5/1993,"North Vancouver, BC",NSH
PToma26,Philip,Tomasino,26,C,R,6-0,179,7/28/2001,"Mississauga, ON",NSH
YTren13,Yakov,Trenin,13,C,R,6-2,201,1/13/1997,"Chelyabinsk, Russia",NSH
JWeat—,Jasper,Weatherby,—,C,R,6-4,202,1/22/1998,"Portland, OR",NSH
LEvan77,Luke,Evangelista,77,RW,R,6-0,183,2/21/2002,"Oakville, ON",NSH
SFage11,Samuel,Fagemo,11,LW,R,6-0,200,3/14/2000,"Goteborg, Sweden",NSH
FFors9,Filip,Forsberg,9,LW,R,6-1,205,8/13/1994,"Ostervala, Sweden",NSH
DGuri—,Denis,Gurianov,—,RW,R,6-3,195,6/7/1997,"Togliatti, Russia",NSH
MMcCa47,Michael,McCarron,47,RW,R,6-6,232,3/7/1995,"Grosse Pointe, MI",NSH
GNyqu28,Gustav,Nyquist,28,LW,R,5-11,176,9/1/1989,"Halmstad, Sweden",NSH
KSher44,Kiefer,Sherwood,44,RW,R,6-0,194,3/31/1995,"Columbus, OH",NSH
CSmit36,Cole,Smith,36,LW,R,6-3,195,10/28/1995,"Brainerd, MN",NSH
TBarr22,Tyson,Barrie,22,D,R,5-11,197,7/26/1991,"Victoria, BC",NSH
ACarr45,Alexandre,Carrier,45,D,R,5-11,174,10/8/1996,"Quebec City, PQ",NSH
DFabb57,Dante,Fabbro,57,D,R,6-0,189,6/20/1998,"Coquitlam, BC",NSH
RJosi59,Roman,Josi,59,D,R,6-1,201,6/1/1990,"Bern, Switzerland",NSH
JLauz3,Jeremy,Lauzon,3,D,R,6-1,204,4/28/1997,"Val-d'Or, PQ",NSH
RMcDo27,Ryan,McDonagh,27,D,R,6-1,215,6/13/1989,"St. Paul, MN",NSH
RMcKe55,Roland,McKeown,55,D,R,6-1,195,1/20/1996,"Listowel, ON",NSH
LSche2,Luke,Schenn,2,D,R,6-2,225,11/2/1989,"Saskatoon, SK",NSH
SStas81,Spencer,Stastney,81,D,—,6-0,184,1/4/2000,"Woodbridge, IL",NSH
TGros—,Troy,Grosenick,—,G,R,6-1,190,8/27/1989,"Brookfield, WI",NSH
KLank32,Kevin,Lankinen,32,G,R,6-2,185,4/28/1995,"Helsinki, Finland",NSH
JSaro74,Juuse,Saros,74,G,R,5-11,180,4/19/1995,"Forssa, Finland",NSH
NAlex59,Nikita,Alexandrov,59,C,R,6-0,183,9/16/2000,"Burgwedel, Germany",STL
JKyro25,Jordan,Kyrou,25,C,R,6-1,196,5/5/1998,"Toronto, ON",STL
BSche10,Brayden,Schenn,10,C,R,6-1,199,8/22/1991,"Saskatoon, SK",STL
OSund70,Oskar,Sundqvist,70,C,R,6-3,208,3/23/1994,"Boden, Sweden",STL
RThom18,Robert,Thomas,18,C,R,6-0,218,7/2/1999,"Aurora, ON",STL
JVran15,Jakub,Vrana,15,C,R,6-0,196,2/28/1996,"Prague, Czech Republic",STL
SBlai79,Sammy,Blais,79,LW,R,6-2,210,6/17/1996,"Montmagny, PQ",STL
PBuch89,Pavel,Buchnevich,89,LW,R,6-1,196,4/17/1995,"Cherepovets, Russia",STL
KHaye12,Kevin,Hayes,12,RW,R,6-5,216,5/8/1992,"Dorchester, MA",STL
KKapa42,Kasperi,Kapanen,42,RW,R,6-1,194,7/23/1996,"Kuopio, Finland",STL
JNeig63,Jake,Neighbours,63,LW,R,6-0,201,3/29/2002,"Airdrie, AB",STL
BSaad20,Brandon,Saad,20,LW,R,6-1,215,10/27/1992,"Pittsburgh, PA",STL
AToro13,Alexei,Toropchenko,13,RW,R,6-3,187,6/25/1999,"Moscow, Russia",STL
RBort41,Robert,Bortuzzo,41,D,R,6-4,216,3/18/1989,"Thunder Bay, ON",STL
JFaul72,Justin,Faulk,72,D,R,6-0,214,3/20/1992,"South St. Paul, MN",STL
TKrug47,Torey,Krug,47,D,R,5-9,194,4/12/1991,"Livonia, MI",STL
NLedd4,Nick,Leddy,4,D,R,6-0,205,3/20/1991,"Eden Prairie, MN",STL
CPara55,Colton,Parayko,55,D,R,6-6,228,5/12/1993,"St. Albert, AB",STL
SPeru48,Scott,Perunovich,48,D,R,5-9,172,8/18/1998,"Hibbing, MN",STL
MScan6,Marco,Scandella,6,D,R,6-3,212,2/23/1990,"Montreal, PQ",STL
TTuck75,Tyler,Tucker,75,D,R,6-1,203,3/1/2000,"Thunder Bay, ON",STL
JBinn50,Jordan,Binnington,50,G,R,6-2,172,7/11/1993,"Richmond Hill, ON",STL
JHofe30,Joel,Hofer,30,G,R,6-3,160,7/30/2000,"Winnipeg, MB",STL
MAppl22,Mason,Appleton,22,C,R,6-2,193,1/15/1996,"Green Bay, WI",WPG
MBarr36,Morgan,Barron,36,C,R,6-4,220,12/2/1998,"Halifax, NS",WPG
DGust19,David,Gustafsson,19,C,R,6-2,196,4/11/2000,"Tingsyrd, Sweden",WPG
RKupa15,Rasmus,Kupari,15,C,R,6-1,183,3/15/2000,"Kotka, Finland",WPG
ALowr17,Adam,Lowry,17,C,R,6-5,210,3/29/1993,"St. Louis, MO",WPG
VName7,Vladislav,Namestnikov,7,C,R,6-0,180,11/22/1992,"Zhukovskiy, Russia",WPG
CPerf91,Cole,Perfetti,91,C,R,5-11,177,1/1/2002,"Whitby, ON",WPG
MSche55,Mark,Scheifele,55,C,R,6-3,207,3/15/1993,"Kitchener, ON",WPG
GVila13,Gabriel,Vilardi,13,C,R,6-3,201,8/16/1999,"Kingston, ON",WPG
KConn81,Kyle,Connor,81,LW,R,6-1,182,12/9/1996,"Shelby Township, MI",WPG
NEhle27,Nikolaj,Ehlers,27,LW,R,6-0,172,2/14/1996,"Aalborg, Denmark",WPG
AIafa9,Alex,Iafallo,9,LW,R,6-0,188,12/21/1993,"Eden, NY",WPG
NNied62,Nino,Niederreiter,62,RW,R,6-2,218,9/8/1992,"Chur, Switzerland",WPG
DChis47,Declan,Chisholm,47,D,R,6-1,185,1/12/2000,"Bowmanville, ON",WPG
DDeMe2,Dylan,DeMelo,2,D,R,6-0,191,5/1/1993,"London, ON",WPG
BDill5,Brenden,Dillon,5,D,R,6-4,220,11/13/1990,"New Westminster, BC",WPG
JMorr44,Josh,Morrissey,44,D,R,6-0,195,3/28/1995,"Calgary, AB",WPG
NPion4,Neal,Pionk,4,D,R,6-0,186,7/29/1995,"Omaha, NE",WPG
DSamb54,Dylan,Samberg,54,D,R,6-3,190,1/24/1999,"Saginaw, MN",WPG
NSchm88,Nate,Schmidt,88,D,R,6-0,194,7/16/1991,"St. Cloud, MN",WPG
LStan64,Logan,Stanley,64,D,R,6-7,228,5/26/1998,"Waterloo, ON",WPG
LBros39,Laurent,Brossoit,39,G,R,6-3,204,3/23/1993,"Port Alberni, BC",WPG
CHell37,Connor,Hellebuyck,37,G,R,6-4,207,5/19/1993,"Commerce, MI",WPG
JDrur18,Jack,Drury,18,C,R,5-11,174,2/3/2000,"New York, NY",CAR
SJarv24,Seth,Jarvis,24,C,R,5-10,175,2/1/2002,"Winnipeg, MB",CAR
JKotk82,Jesperi,Kotkaniemi,82,C,R,6-2,201,7/6/2000,"Pori, Finland",CAR
MNeca88,Martin,Necas,88,C,R,6-2,189,1/15/1999,"Nove Mesto na Morave, Czech Republic",CAR
JStaa11,Jordan,Staal,11,C,R,6-4,220,9/10/1988,"Thunder Bay, ON",CAR
SAho20,Sebastian,Aho,20,LW,R,6-0,176,7/26/1997,"Rauma, Finland",CAR
MBunt58,Michael,Bunting,58,LW,R,6-0,186,9/17/1995,"Scarborough, ON",CAR
JFast71,Jesper,Fast,71,RW,R,6-1,191,12/2/1991,"Nassjo, Sweden",CAR
BLemi28,Brendan,Lemieux,28,LW,R,6-1,213,3/15/1996,"Denver, CO",CAR
JMart48,Jordan,Martinook,48,LW,R,6-0,196,7/25/1992,"Brandon, MB",CAR
SNoes23,Stefan,Noesen,23,RW,R,6-1,205,2/12/1993,"Plano, TX",CAR
TTera86,Teuvo,Teravainen,86,LW,R,5-11,191,9/11/1994,"Helsinki, Finland",CAR
BBurn8,Brent,Burns,8,D,R,6-5,230,3/9/1985,"Barrie, ON",CAR
JChat5,Jalen,Chatfield,5,D,R,6-1,188,5/15/1996,"Ypsilanti, MI",CAR
TDeAn77,Tony,DeAngelo,77,D,R,5-11,180,10/24/1995,"Sewell, NJ",CAR
DOrlo81,Dmitry,Orlov,81,D,R,5-11,214,7/23/1991,"Novokuznetsk, USSR",CAR
BPesc22,Brett,Pesce,22,D,R,6-3,206,11/15/1994,"Tarrytown, NY",CAR
BSkje76,Brady,Skjei,76,D,R,6-3,210,3/26/1994,"Lakeville, MN",CAR
JSlav74,Jaccob,Slavin,74,D,R,6-3,207,5/1/1994,"Denver, CO",CAR
FAnde31,Frederik,Andersen,31,G,R,6-4,238,10/2/1989,"Herning, Denmark",CAR
ARaan32,Antti,Raanta,32,G,R,6-0,195,5/12/1989,"Rauma, Finland",CAR
EBems52,Emil,Bemstrom,52,C,R,6-0,193,6/1/1999,"Nykoping, Sweden",CLB
JDunn21,Josh,Dunne,21,C,—,6-4,210,12/8/1998,"O'Fallon, MO",CLB
AFant11,Adam,Fantilli,11,C,—,6-2,195,10/12/2004,"Nobleton, CA",CLB
LFoud19,Liam,Foudy,19,C,R,6-2,193,2/4/2000,"Scarborough, ON",CLB
BJenn38,Boone,Jenner,38,C,R,6-2,205,6/15/1993,"Dorchester, ON",CLB
SKura7,Sean,Kuraly,7,C,R,6-2,205,1/20/1993,"Dublin, OH",CLB
MOliv24,Mathieu,Olivier,24,C,R,6-2,210,2/11/1997,"Levis, PQ",CLB
JRosl96,Jack,Roslovic,96,C,R,6-1,193,1/29/1997,"Columbus, OH",CLB
CSill4,Cole,Sillinger,4,C,R,6-2,203,5/16/2003,"Columbus, OH",CLB
ATexi42,Alexandre,Texier,42,C,R,6-1,186,9/13/1999,"Saint-Martin-d'Heres, France",CLB
JDanf17,Justin,Danforth,17,RW,R,5-9,180,3/15/1993,"Oshawa, ON",CLB
TFix-64,Trey,Fix-Wolansky,64,RW,R,5-7,178,5/26/1999,"Edmonton, AB",CLB
JGaud13,Johnny,Gaudreau,13,LW,R,5-9,165,8/13/1993,"Salem, NJ",CLB
KJohn91,Kent,Johnson,91,LW,—,6-1,167,10/18/2002,"Port Moody, CA",CLB
PLain29,Patrik,Laine,29,RW,R,6-5,216,4/19/1998,"Tampere, Finland",CLB
JLuot46,Joona,Luoto,46,LW,R,6-3,192,9/26/1997,"Tampere, Finland",CLB
KMarc86,Kirill,Marchenko,86,RW,—,6-3,197,7/21/2000,"Barnaul, Russia",CLB
MPyyh82,Mikael,Pyyhtia,82,LW,—,6-0,166,12/17/2001,"Turku, Finland",CLB
DVoro—,Dmitry,Voronkov,—,LW,R,6-4,190,9/10/2000,—,CLB
JBean22,Jake,Bean,22,D,R,6-1,176,6/9/1998,"Calgary, AB",CLB
MBjor47,Marcus,Bjork,47,D,—,6-4,211,11/24/1997,"Umea, SE",CLB
ABoqv27,Adam,Boqvist,27,D,R,6-0,189,8/15/2000,"Falun, Sweden",CLB
JChri23,Jake,Christiansen,23,D,R,6-1,194,9/12/1999,"West Vancouver, BC",CLB
EGudb44,Erik,Gudbranson,44,D,R,6-5,222,1/7/1992,"Ottawa, ON",CLB
DJiri55,David,Jiricek,55,D,—,6-3,189,11/28/2003,"Klatovy, CZ",CLB
APeek2,Andrew,Peeke,2,D,R,6-3,196,3/17/1998,"Parkland, FL",CLB
IProv—,Ivan,Provorov,—,D,R,6-1,201,1/13/1997,"Yaroslavl, Russia",CLB
DSeve28,Damon,Severson,28,D,R,6-2,205,8/7/1994,"Melville, SK",CLB
MHutc31,Michael,Hutchinson,31,G,R,6-3,201,3/2/1990,"Barrie, ON",CLB
SMart30,Spencer,Martin,30,G,R,6-3,204,6/8/1995,"Oakville, ON",CLB
EMerz90,Elvis,Merzlikins,90,G,R,6-3,183,4/13/1994,"Riga, Latvia",CLB
MBarz13,Mathew,Barzal,13,C,R,6-1,187,5/26/1997,"Coquitlam, BC",NYI
CCizi53,Casey,Cizikas,53,C,R,5-11,195,2/27/1991,"Toronto, ON",NYI
BHorv14,Bo,Horvat,14,C,R,6-0,215,4/5/1995,"London, ON",NYI
KKuhl20,Karson,Kuhlman,20,C,R,5-10,190,9/26/1995,"Esko, MN",NYI
BNels29,Brock,Nelson,29,C,R,6-4,212,10/15/1991,"Warroad, MN",NYI
JPage44,Jean-Gabriel,Pageau,44,C,R,5-11,180,11/11/1992,"Ottawa, ON",NYI
KPalm21,Kyle,Palmieri,21,C,R,5-11,185,2/1/1991,"Smithtown, NY",NYI
BPinh—,Brian,Pinho,—,C,R,6-1,193,5/11/1995,"Beverly, MA",NYI
CClut15,Cal,Clutterbuck,15,RW,R,6-0,212,11/18/1987,"Welland, ON",NYI
PEngv18,Pierre,Engvall,18,LW,R,6-5,215,5/31/1996,"Ljungby, Sweden",NYI
HFasc20,Hudson,Fasching,20,RW,R,6-2,207,7/28/1995,"Milwaukee, WI",NYI
JGaut16,Julien,Gauthier,16,RW,R,6-4,227,10/15/1997,"Pointe-aux-Trembles, PQ",NYI
SHolm10,Simon,Holmstrom,10,RW,R,6-1,200,5/24/2001,"Tranas, Sweden",NYI
ALee27,Anders,Lee,27,LW,R,6-3,235,7/3/1990,"Edina, MN",NYI
MMart17,Matt,Martin,17,LW,R,6-3,220,5/8/1989,"Windsor, ON",NYI
OWahl26,Oliver,Wahlstrom,26,RW,R,6-2,205,6/13/2000,"Quincy, MA",NYI
SAho25,Sebastian,Aho,25,D,R,5-11,184,2/17/1996,"Umea, Sweden",NYI
SBold4,Samuel,Bolduc,4,D,R,6-4,220,12/9/2000,"Laval, PQ",NYI
NDobs8,Noah,Dobson,8,D,R,6-4,195,1/7/2000,"Summerside, PE",NYI
SMayf24,Scott,Mayfield,24,D,R,6-5,220,10/14/1992,"St. Louis, MO",NYI
APele3,Adam,Pelech,3,D,R,6-3,205,8/16/1994,"Toronto, ON",NYI
RPulo6,Ryan,Pulock,6,D,R,6-2,215,10/6/1994,"Dauphin, MB",NYI
ARoma28,Alexander,Romanov,28,D,R,6-1,209,1/6/2000,"Moscow, Russia",NYI
KAppl50,Ken,Appleby,50,G,R,6-4,205,4/10/1995,"North Bay, ON",NYI
ISoro30,Ilya,Sorokin,30,G,R,6-3,190,8/4/1995,"Mezhdurechensk, Russia",NYI
SVarl40,Semyon,Varlamov,40,G,R,6-2,210,4/27/1988,"Samara, USSR",NYI
NBoni13,Nick,Bonino,13,C,R,6-1,195,4/20/1988,"Hartford, CT",NYR
FChyt72,Filip,Chytil,72,C,R,6-3,210,9/5/1999,"Kromeriz, Czech Republic",NYR
BGood21,Barclay,Goodrow,21,C,R,6-2,204,2/26/1993,"Toronto, ON",NYR
RNash17,Riley,Nash,17,C,R,6-2,188,5/9/1989,"Consort, AB",NYR
TPitl71,Tyler,Pitlick,71,C,R,6-2,200,11/1/1991,"Minneapolis, MN",NYR
VTroc16,Vincent,Trocheck,16,C,R,5-10,183,7/11/1993,"Pittsburgh, PA",NYR
MZiba93,Mika,Zibanejad,93,C,R,6-2,200,4/18/1993,"Huddinge, Sweden",NYR
ABelz60,Alex,Belzile,60,RW,R,6-0,197,8/31/1991,"Riviere-du-Loup, PQ",NYR
WCuyl50,Will,Cuylle,50,LW,—,6-3,212,2/5/2002,"Toronto, ON",NYR
KKakk24,Kaapo,Kakko,24,RW,R,6-3,205,2/13/2001,"Turku, Finland",NYR
CKrei20,Chris,Kreider,20,LW,R,6-3,223,4/30/1991,"Boxford, MA",NYR
ALafr13,Alexis,Lafreniere,13,LW,R,6-2,196,10/11/2001,"St-Eustache, PQ",NYR
APana10,Artemi,Panarin,10,LW,R,6-0,175,10/30/1991,"Korkino, USSR",NYR
JVese26,Jimmy,Vesey,26,LW,R,6-3,202,5/26/1993,"Boston, MA",NYR
BWhee26,Blake,Wheeler,26,RW,R,6-5,225,8/31/1986,"Plymouth, MN",NYR
NBrou—,Nikolas,Brouillard,—,D,R,5-10,160,2/7/1995,"St. Hilaire, PQ",NYR
AFox23,Adam,Fox,23,D,R,5-11,183,2/17/1998,"Jericho, NY",NYR
EGust—,Erik,Gustafsson,—,D,R,6-0,197,3/14/1992,"Nynashamn, Sweden",NYR
MHoll—,Mac,Hollowell,—,D,R,5-9,165,9/26/1998,"Niagara Falls, ON",NYR
ZJone6,Zac,Jones,6,D,—,5-10,172,10/18/2000,"Glen Allen, VA",NYR
RLind55,Ryan,Lindgren,55,D,R,6-1,191,2/11/1998,"Burnsville, MN",NYR
CMack12,Connor,Mackey,12,D,R,6-2,190,9/12/1996,"Tower Lakes, IL",NYR
KMill79,K'Andre,Miller,79,D,R,6-4,216,1/21/2000,"St. Paul, MN",NYR
BSchn4,Braden,Schneider,4,D,—,6-2,210,9/20/2001,"Prince Albert, SK, Canada",NYR
JTrou8,Jacob,Trouba,8,D,R,6-3,208,2/26/1994,"Rochester, MI",NYR
JQuic32,Jonathan,Quick,32,G,R,6-1,216,1/21/1986,"Milford, CT",NYR
IShes31,Igor,Shesterkin,31,G,R,6-1,189,12/30/1995,"Moscow, Russia",NYR
KCris41,Kyle,Criscuolo,41,C,R,5-9,175,5/5/1992,"Southampton, NJ",NJ
JDowl73,Justin,Dowling,73,C,R,5-10,180,10/1/1990,"Calgary, AB",NJ
NHisc13,Nico,Hischier,13,C,R,6-1,175,1/4/1999,"Brig, Switzerland",NJ
JHugh86,Jack,Hughes,86,C,R,5-11,175,5/14/2001,"Orlando, FL",NJ
MMcLe20,Michael,McLeod,20,C,R,6-2,190,2/3/1998,"Mississauga, ON",NJ
DMerc91,Dawson,Mercer,91,C,R,6-0,180,10/27/2001,"Carbonear, NL",NJ
CTier67,Chris,Tierney,67,C,R,6-1,191,7/1/1994,"Keswick, ON",NJ
NBast14,Nathan,Bastian,14,RW,R,6-4,205,12/6/1997,"Kitchener, ON",NJ
JBrat63,Jesper,Bratt,63,LW,R,5-10,175,7/30/1998,"Stockholm, Sweden",NJ
EHaul56,Erik,Haula,56,LW,R,5-11,191,3/23/1991,"Pori, Finland",NJ
AHolt10,Alexander,Holtz,10,RW,—,6-0,195,1/23/2002,"Saltsjo-Boo, Sweden",NJ
CLaza42,Curtis,Lazar,42,RW,R,6-0,194,2/2/1995,"Salmon Arm, BC",NJ
TMeie28,Timo,Meier,28,RW,R,6-0,210,10/8/1996,"Herisau, Switzerland",NJ
TNose92,Tomas,Nosek,92,LW,R,6-3,200,9/1/1992,"Pardubice, Czechoslovakia",NJ
OPala18,Ondrej,Palat,18,LW,R,6-0,194,3/28/1991,"Frydek-Mistek, Czechoslovakia",NJ
TToff73,Tyler,Toffoli,73,RW,R,6-0,196,4/24/1992,"Scarborough, ON",NJ
KBahl88,Kevin,Bahl,88,D,R,6-6,230,6/27/2000,"New Westminster, BC",NJ
DHami7,Dougie,Hamilton,7,D,R,6-6,230,6/17/1993,"Toronto, ON",NJ
LHugh43,Luke,Hughes,43,D,—,6-2,184,9/9/2003,"Manchester, NH",NJ
JMari6,John,Marino,6,D,R,6-1,181,5/21/1997,"North Easton, MA",NJ
CMill6,Colin,Miller,6,D,R,6-1,198,10/29/1992,"Sault Ste. Marie, ON",NJ
JSieg71,Jonas,Siegenthaler,71,D,R,6-2,218,5/6/1997,"Zurich, Switzerland",NJ
BSmit2,Brendan,Smith,2,D,R,6-2,200,2/8/1989,"Mimico, ON",NJ
EKall50,Erik,Kallgren,50,G,R,6-3,198,10/14/1996,"Stockholm, Sweden",NJ
ASchm40,Akira,Schmid,40,G,R,6-5,205,5/12/2000,"Bern, Switzerland",NJ
VVane41,Vitek,Vanecek,41,G,R,6-2,184,1/9/1996,"Havlickuv Brod, Czech Republic",NJ
SCout14,Sean,Couturier,14,C,R,6-3,211,12/7/1992,"Phoenix, AZ",PHI
MFros48,Morgan,Frost,48,C,R,5-11,170,5/14/1999,"Aurora, ON",PHI
